id,product_name,price,category,sub_category,availability,description,,img_primary,img_secondary,url
p243,Neroli Jasmine – Gentle Hair Cleanser – 250ml,16,hair,cleanser,no,"A mild sulphate-free natural formula, blended with vitamin-rich Aloe Vera & Virgin Coconut to purify hair & improve natural scalp balance.",,Neroli Jasmine – Gentle Hair Cleanser – 250ml_primary.jpg,Neroli Jasmine – Gentle Hair Cleanser – 250ml_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-gentle-hair-cleanser-250ml/
p244,Kesharaja – Gentle Hair Cleanser – 250ml,16,hair,cleanser,no,"A mild sulphate-free natural formula, super-charged with the powerful goodness of Kesharaja Treatment Oil.",,Kesharaja – Gentle Hair Cleanser – 250ml_primary.jpg,Kesharaja – Gentle Hair Cleanser – 250ml_secondary.jpg,https://store.spaceylon.com/product/kesharaja-gentle-hair-cleanser-250ml/
p245,Virgin Coconut – Nourishing Hair Conditioner 250ml,17,hair,conditioners,no,"A total-care conditioner, blended with pure Virgin Coconut Oil – naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.",,Virgin Coconut – Nourishing Hair Conditioner 250ml_primary.jpg,Virgin Coconut – Nourishing Hair Conditioner 250ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-nourishing-hair-conditioner-250ml/
p246,Virgin Coconut – Gentle Hair Cleanser 250ml,16,hair,cleanser,yes,"A mild cleansing formula, blended with pure Virgin Coconut Oil – naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.",,Virgin Coconut – Gentle Hair Cleanser 250ml_primary.jpg,Virgin Coconut – Gentle Hair Cleanser 250ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-gentle-hair-cleanser-250ml/
p247,Kesharaja – Hair Treatment Masque 150ml,18,hair,hair treatment masques,yes,"A deep penetrating regenerative treatment, super-charged with the powerful goodness of Kesharaja Treatment Oil.",,Kesharaja – Hair Treatment Masque 150ml_primary.jpg,Kesharaja – Hair Treatment Masque 150ml_secondary.jpg,https://store.spaceylon.com/product/kesharaja-hair-treatment-masque-150ml/
p248,Neroli Jasmine – Hair Treatment Masque 150ml,18,hair,damaged & coloured hair,no,"A deep penetrating regenerative treatment blended with vitamin-rich Wheatgerm & Aloe Vera to nourish & fortify hair, enhancing overall hair wellness.",,Neroli Jasmine – Hair Treatment Masque 150ml_primary.jpg,Neroli Jasmine – Hair Treatment Masque 150ml_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-hair-treatment-masque-150ml/
p249,Virgin Coconut – Hair Treatment Masque 150ml,18,hair,dry hair,yes,"A deep penetrating regenerative treatment blended with vitamin-rich Virgin Coconut & Aloe Vera to nourish, hydrate & enhance overall hair wellness.",,Virgin Coconut – Hair Treatment Masque 150ml_primary.jpg,Virgin Coconut – Hair Treatment Masque 150ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-hair-treatment-masque-150ml/
p250,Sandalwood Vetiver – Nourishing Hair Conditioner – 250ml,17,hair,conditioners,no,"A complete natural hair repair treatment, blended with vitamin-rich Virgin Coconut & Aloe Vera to help reinforce & restore scalp & hair balance.",,Sandalwood Vetiver – Nourishing Hair Conditioner – 250ml_primary.jpg,Sandalwood Vetiver – Nourishing Hair Conditioner – 250ml_secondary.jpg,https://store.spaceylon.com/product/sandalwood-vetiver-nourishing-hair-conditioner-250ml/
p251,Sandalwood Vetiver – Gentle Hair Cleanser – 250ml,16,hair,cleanser,yes,"A mild sulphate-free natural formula, blended with vitamin-rich Aloe Vera & Virgin Coconut to deep purify hair, remove excess surface oil & improve natural scalp balance.",,Sandalwood Vetiver – Gentle Hair Cleanser – 250ml_primary.jpg,Sandalwood Vetiver – Gentle Hair Cleanser – 250ml_secondary.jpg,https://store.spaceylon.com/product/sandalwood-vetiver-gentle-hair-cleanser-250ml/
p252,Aloe Vera Watergrass – Nourishing Hair Conditioner – 250ml,17,hair,aloe vera watergrass,no,"A complete natural hair repair treatment, blended with vitamin-rich Virgin Coconut & Aloe Vera to help reinforce, strengthen & fortify scalp & hair balance.",,Aloe Vera Watergrass – Nourishing Hair Conditioner – 250ml_primary.jpg,Aloe Vera Watergrass – Nourishing Hair Conditioner – 250ml_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-watergrass-nourishing-hair-conditioner-250ml/
p253,Aloe Vera Watergrass – Gentle Hair Cleanser – 250ml,16,hair,aloe vera watergrass,yes,"A mild sulphate-free natural formula, blended with vitamin-rich Aloe Vera & Virgin Coconut to purify hair & fortify natural scalp balance.",,Aloe Vera Watergrass – Gentle Hair Cleanser – 250ml_primary.jpg,Aloe Vera Watergrass – Gentle Hair Cleanser – 250ml_secondary.jpg,https://store.spaceylon.com/product/aloe-vera-watergrass-gentle-hair-cleanser-250ml/
p254,Margosa Mint – Medicated Hair Conditioner – 250ml,17,hair,conditioners,yes,"A powerful natural hair repair treatment blended with vitamin-rich Virgin Coconut, Wheatgerm & hydrating Aloe Vera to help nourish, condition & restore natural scalp balance, while Soya & Olive help minimize the feeling of roughness.",,Margosa Mint – Medicated Hair Conditioner – 250ml_primary.jpg,Margosa Mint – Medicated Hair Conditioner – 250ml_secondary.jpg,https://store.spaceylon.com/product/margosa-mint-medicated-hair-conditioner-250ml/
p255,Margosa Mint – Medicated Hair Cleanser – 250ml,16,hair,cleanser,no,"A powerful sulphate-free natural formula, blended with vitamin-rich Virgin Coconut, Sesame & hydrating Aloe Vera to purify hair & restore natural scalp balance.",,Margosa Mint – Medicated Hair Cleanser – 250ml_primary.jpg,Margosa Mint – Medicated Hair Cleanser – 250ml_secondary.jpg,https://store.spaceylon.com/product/margosa-mint-medicated-hair-cleanser-250ml/
p256,Pure Aloe – All Seasons Soothing & Hydrating Head To Toe Caring Gel 100ml,26,hair,gel,yes,"Enriched with the natural goodness of pure fresh Aloe Vera from our Community Trade village farmers in the North-western coast of our island home. This oil-free gel instantly blends in, to help soothe & relieve skin & care after harsh exposure to sun, water & cold.",,Pure Aloe – All Seasons Soothing & Hydrating Head To Toe Caring Gel 100ml_primary.jpg,Pure Aloe – All Seasons Soothing & Hydrating Head To Toe Caring Gel 100ml_secondary.jpg,https://store.spaceylon.com/product/pure-aloe-all-seasons-soothing-hydrating-head-to-toe-caring-gel-100ml/
p257,Sandalwood Vetiver – Hair Conditioner 250ml,18,hair,dandruff & oily scalp,no,A total-care conditioner enriched with naturally balancing herbs & fragrant invigorating essential oils to promote overall hair health. Organic fresh Aloe Vera soothes & hydrates.,,Sandalwood Vetiver – Hair Conditioner 250ml_primary.jpg,Sandalwood Vetiver – Hair Conditioner 250ml_secondary.jpg,https://store.spaceylon.com/product/sandalwood-vetiver-hair-conditioner-250ml/
p258,Neroli Jasmine – Hair Conditioner 250ml,18,hair,damaged & chemically treated,no,A total-care conditioner enriched with naturally re-hydrant herbs & fragrant calming essential oils to promote overall hair health.,,Neroli Jasmine – Hair Conditioner 250ml_primary.jpg,Neroli Jasmine – Hair Conditioner 250ml_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-hair-conditioner-250ml/
p259,Sandalwood – Wonder Oil 100ml,29,hair,body oils,no,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Sandalwood help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",,Sandalwood – Wonder Oil 100ml_primary.jpg,Sandalwood – Wonder Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/sandalwood-wonder-oil-100ml/
p260,Night Jasmine – Wonder Oil 100ml,29,hair,body oils,no,"The power of 8 Ayurveda WonderHerbs in an ultra-nourishing blend. Instantly adds a soft silky-smooth touch to skin & hair, without a greasy after-feel. Moringa & Jasmine help soothe skin & shield against pollution. Sweet Almond & Virgin Coconut help protect skin & hair from dryness.",,Night Jasmine – Wonder Oil 100ml_primary.jpg,Night Jasmine – Wonder Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/night-jasmine-wonder-oil-100ml/
p261,Wild Mangosteen – Natural Butter 25g,14,hair,bridal shower,yes,A 100% natural multi-usage ultra nourishing butter,,Wild Mangosteen – Natural Butter 25g_primary.jpg,Wild Mangosteen – Natural Butter 25g_secondary.jpg,https://store.spaceylon.com/product/wild-mangosteen-natural-butter-25g/
p262,Ceylon Mango – Natural Butter 25g,14,hair,bridal shower,no,A 100% natural multi-usage ultra nourishing butter,,Ceylon Mango – Natural Butter 25g_primary.jpg,Ceylon Mango – Natural Butter 25g_secondary.jpg,https://store.spaceylon.com/product/ceylon-mango-natural-butter-25g/
p263,Lemongrass Mandarin – Virgin Coconut Natural Butter,12,hair,bridal shower,yes,A 100% natural multi-usage ultra nourishing butter,,Lemongrass Mandarin – Virgin Coconut Natural Butter_primary.jpg,Lemongrass Mandarin – Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/lemongrass-mandarin-virgin-coconut-natural-butter/
p264,Pink Grapefruit – Virgin Coconut Natural Butter,12,home,bridal shower,no,A 100% natural multi-usage ultra nourishing butter,,Pink Grapefruit – Virgin Coconut Natural Butter_primary.jpg,Pink Grapefruit – Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-virgin-coconut-natural-butter/
p265,Ylang Lavender – Virgin Coconut Natural Butter,12,home,bridal shower,yes,A 100% natural multi-usage ultra nourishing butter,,Ylang Lavender – Virgin Coconut Natural Butter_primary.jpg,Ylang Lavender – Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/ylang-lavender-virgin-coconut-natural-butter/
p266,Neroli Jasmine – Virgin Coconut Natural Butter,12,home,bridal shower,no,A 100% natural multi-usage ultra nourishing butter,,Neroli Jasmine – Virgin Coconut Natural Butter_primary.jpg,Neroli Jasmine – Virgin Coconut Natural Butter_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-virgin-coconut-natural-butter/
p267,Virgin Coconut – Hair & Body Natural Butter 100g,18,home,butter,no,A 100% natural multi-usage ultra-nourishing butter of pure Virgin Coconut Oil naturally extracted at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.,,Virgin Coconut – Hair & Body Natural Butter 100g_primary.jpg,Virgin Coconut – Hair & Body Natural Butter 100g_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-hair-body-natural-butter-100g/
p268,Sandalwood Vetiver – Hair Nourishing Balm 200g,19,home,damaged & chemically treated,no,"A deep penetrating, balancing treatment with vitamin-rich regenerative Ayurveda herbs.",,Sandalwood Vetiver – Hair Nourishing Balm 200g_primary.jpg,Sandalwood Vetiver – Hair Nourishing Balm 200g_secondary.jpg,https://store.spaceylon.com/product/sandalwood-vetiver-hair-nourishing-balm-200g/
p269,Sandalwood Vetiver – Hair Oil Mist 100ml,17,home,dandruff & oily scalp,no,"A fast absorbent natural shine formula, with refreshing aromatic herbs.",,Sandalwood Vetiver – Hair Oil Mist 100ml_primary.jpg,,https://store.spaceylon.com/product/sandalwood-vetiver-hair-oil-mist-100ml/
p270,Aloe Vera Water Grass – Hair Oil Mist 100ml,17,home,mist,no,"A fast-absorbent natural shine formula, with refreshing & fortifying Ayurveda herbs & essential oils.",,Aloe Vera Water Grass – Hair Oil Mist 100ml_primary.jpg,,https://store.spaceylon.com/product/aloe-vera-water-grass-hair-oil-mist-100ml/
p271,Neroli Jasmine – Scalp Massage Oil 250ml,19,home,dandruff & dry scalp,no,A calming blend of essential oils & hydrating Ayurveda herbs infused in vitamin rich Virgin Coconut oil.,,Neroli Jasmine – Scalp Massage Oil 250ml_primary.jpg,Neroli Jasmine – Scalp Massage Oil 250ml_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-scalp-massage-oil-250ml/
p272,Neelayadi – Scalp & Hair Treatment Oil 250ml,19,home,dandruff & oily scalp,no,A powerful traditional formula with unique medicated soothing action.,,Neelayadi – Scalp & Hair Treatment Oil 250ml_primary.jpg,Neelayadi – Scalp & Hair Treatment Oil 250ml_secondary.jpg,https://store.spaceylon.com/product/neelayadi-scalp-hair-treatment-oil-250ml/
p273,Nishadi – Scalp & Hair Treatment Oil 250ml,19,home,oil,no,A powerful traditional formula with energizing therapeutic action.,,Nishadi – Scalp & Hair Treatment Oil 250ml_primary.jpg,Nishadi – Scalp & Hair Treatment Oil 250ml_secondary.jpg,https://store.spaceylon.com/product/nishadi-scalp-hair-treatment-oil-250ml/
p274,Thriphala – Treatment Oil 250ml,17,home,oil,no,A powerful traditional formula. Increases blood circulation & relieves muscle & joint pains.,,Thriphala – Treatment Oil 250ml_primary.jpg,Thriphala – Treatment Oil 250ml_secondary.jpg,https://store.spaceylon.com/product/thriphala-treatment-oil-250ml/
p275,Ksheerabala – Treatment Oil 250ml,17,home,oil,no,"A powerful traditional formula. Hydrates muscle & joint pains. Effectively relieves body fatigue & relaxes body.
 ",,Ksheerabala – Treatment Oil 250ml_primary.jpg,Ksheerabala – Treatment Oil 250ml_secondary.jpg,https://store.spaceylon.com/product/ksheerabala-treatment-oil-250ml/
p276,Cedarwood – Essential Oil 20ml,22,home,essential oils,yes,Fortifying Calming & Strengthening,,Cedarwood – Essential Oil 20ml_primary.jpg,Cedarwood – Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/cedarwood-essential-oil-20ml/
p277,Frankincense – Essential Oil 20ml,29,home,essential oils,yes,"Deeply Calming, Revitalizing & Uplifting",,Frankincense – Essential Oil 20ml_primary.jpg,Frankincense – Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/frankincense-essential-oil-20ml/
p278,Pink Grapefruit – Aromaveda Natural Candle 50g,13,home,aroma for verandas,yes,"Awakening, Uplifting & Refreshing
A 100% natural blend of vegetable waxes & pure essential oils with aromas reminiscent of old Ceylon. Carefully blended & hand poured, to ensure the soothing properties of the essential oils are present in every candle. Long lasting candle slow-burns for over 6 hours.",,,Pink Grapefruit – Aromaveda Natural Candle 50g_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-aromaveda-natural-candle-50g/
p279,Forest Trail – Aromaveda Natural Candle 50g,13,home,aroma for verandas,yes,"Soothing, Refreshing & Balancing
A 100% natural blend of vegetable waxes & pure essential oils with aromas reminiscent of old Ceylon. Carefully blended & hand poured, to ensure the soothing properties of the essential oils are present in every candle. Long lasting candle slow-burns for over 6 hours.",,,Forest Trail – Aromaveda Natural Candle 50g_secondary.jpg,https://store.spaceylon.com/product/forest-trail-aromaveda-natural-candle-50g/
p280,Frankincense Kay Lime – Aromaveda Natural Candle 50g,13,home,aroma for verandas,yes,"Calming, Refreshing & Balancing
A 100% natural blend of vegetable waxes & pure essential oils with aromas reminiscent of old Ceylon. Carefully blended & hand poured, to ensure the soothing properties of the essential oils are present in every candle. Long lasting candle slow-burns for over 6 hours.",,,Frankincense Kay Lime – Aromaveda Natural Candle 50g_secondary.jpg,https://store.spaceylon.com/product/frankincense-kay-lime-aromaveda-natural-candle-50g/
p281,Pink Grapefruit – Natural Room Aromizer 190ml,38,home,event fragrances,yes,A decorative Natural Room Aromizer combining vintage glass and fiber diffuser sticks with pure essential oils & natural fragrance compounds.,,Pink Grapefruit – Natural Room Aromizer 190ml_primary.jpg,Pink Grapefruit – Natural Room Aromizer 190ml_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-natural-room-aromizer-190ml/
p282,Forest Trail – Natural Room Aromizer 190ml,38,home,event fragrances,yes,A decorative Natural Room Aromizer combining vintage glass and fiber diffuser sticks with pure essential oils & natural fragrance compounds.,,,Forest Trail – Natural Room Aromizer 190ml_secondary.jpg,https://store.spaceylon.com/product/forest-trail-natural-room-aromizer-190ml/
p283,Ceylon Pink Grapefruit – Elephant Aromaveda Sachet,13,home,aroma for bedroom,yes,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,,Ceylon Pink Grapefruit – Elephant Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/ceylon-pink-grapefruit-elephant-aromaveda-sachet/
p284,Ceylon Spiced Sandalwood – Elephant Aromaveda Sachet,13,home,aroma for bedroom,yes,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,,,https://store.spaceylon.com/product/ceylon-spiced-sandalwood-elephant-aromaveda-sachet/
p285,Ceylon Forest Trail – Elephant Aromaveda Sachet,13,home,aroma for bedroom,yes,"A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,,,https://store.spaceylon.com/product/ceylon-forest-trail-elephant-aromaveda-sachet/
p286,Cardamom Rose – Aromaveda Sachet,13,home,aroma for bedroom,yes,"Fortifying, Uplifting & Delighting
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, drawers, wardrobes, suitcases & small interior spaces.",,Cardamom Rose – Aromaveda Sachet_primary.jpg,Cardamom Rose – Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-aromaveda-sachet/
p287,Neroli Jasmine – Natural Twigs Room Aromizer,20,home,event fragrances,yes,"Calming, Uplifting & Healing
A decorative natural Room Aromizer combining dried natural twigs with pure essential oils & natural fragrance compounds.",,,Neroli Jasmine – Natural Twigs Room Aromizer_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-natural-twigs-room-aromizer/
p288,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks,10,home,incense sticks,yes,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives. These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Spiced Sandalwood blend is an aromatic fusion of Vetiver & Patchouli, Sandalwood & Cinnamon essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & indulge your body, mind & soul.",,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks_primary.jpg,Ceylon Spiced Sandalwood – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-spiced-sandalwood-aromaveda-incense-sticks/
p289,Ceylon Pink Grapefruit – Aromaveda Incense Sticks,10,home,incense sticks,yes,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Pink Grapefruit blend is an aromatic fusion of Grapefruit, Lime & Bergamot essential oils with natural fragrance compounds. The blend gently infuses your living spaces with rich Aroma Veda cents to awaken, uplift & refresh your body, mind & soul.",,Ceylon Pink Grapefruit – Aromaveda Incense Sticks_primary.jpg,Ceylon Pink Grapefruit – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-pink-grapefruit-aromaveda-incense-sticks/
p290,Ceylon Forest Trail – Aromaveda Incense Sticks,10,home,incense sticks,no,"The Majestic Ceylon Elephant is under threat of extinction, due to loss of its natural habitat & The resultant human-elephant conflict in Sri Lanka. By purchasing this product, you promote awareness & help conservation by donate 10% of the purchase price towards SPA CEYLON Elephant conservation initiatives.
These traditional Ayurveda aroma incense sticks combine wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas inspired by the fragrant forest habitat of the Ceylon Elephant. The Forest Trail blend is an aromatic fusion of Peppermint, Spearmint, Lemongrass & Eucalyptus essential oils with natural compounds. The blend gently infuses your living spaces with rich natural scents to soothe, calm & relax your body, mind & soul.",,Ceylon Forest Trail – Aromaveda Incense Sticks_primary.jpg,Ceylon Forest Trail – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/ceylon-forest-trail-aromaveda-incense-sticks/
p291,Lavender Neroli Ylang – Aromaveda Sachet,10,home,aroma sachets,yes,"Gently Pacifying, Soothing & Calming
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",,,Lavender Neroli Ylang – Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/lavender-neroli-ylang-aromaveda-sachet/
p292,Ceylon Tea & Ylang – Aromaveda Sachet,10,home,aroma for bedroom,yes,"Soothing, Balancing & Sensual
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",,,Ceylon Tea & Ylang – Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-aromaveda-sachet/
p293,Pink Grapefruit – Aromaveda Sachet,10,fragrance,aroma sachets,yes,"Awakening, Uplifting & Refreshing
A luxury aroma sachet uniquely combining natural volcanic minerals with pure essential oils & natural compounds to create exotic aromas reminiscent of old Ceylon. Ideal to naturally fragrance cars, pillows, linen, bedding, rawers, wardrobes, suitcases & small interior spaces.",,,Pink Grapefruit – Aromaveda Sachet_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-aromaveda-sachet/
p294,Cardamom Rose – Aromaveda Incense Sticks,11,fragrance,cardamom rose,no,"These traditional Ayurveda aroma incense sticks combining wild-crafted herbs, pure essential oils, natural resins & fragrance compounds to create exotic aromas reminiscent of old Ceylon. Our packaging is adorned with Royal insignia inspired by the Royal Kandyan courts of ancient Ceylon. The Cardamom Rose blend is a fusion of Ceylon Cardamom essential oil & Himalayan Rose essence with natural fragrance compounds. The blend gently infuses your living space with the power of Aroma Veda to fortify, uplift & delight your body, mind & soul.",,Cardamom Rose – Aromaveda Incense Sticks_primary.jpg,Cardamom Rose – Aromaveda Incense Sticks_secondary.jpg,https://store.spaceylon.com/product/cardamom-rose-aromaveda-incense-sticks/
p295,Precious Wood – Home Aroma Blend 20ml,19,fragrance,home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Cooling
Refreshing",,Precious Wood – Home Aroma Blend 20ml_primary.jpg,Precious Wood – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/precious-wood-home-aroma-blend-20ml/
p296,Aloe Watergrass – Home Aroma Blend 20ml,17,fragrance,home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Warming
Energising",,Aloe Watergrass – Home Aroma Blend 20ml_primary.jpg,Aloe Watergrass – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/aloe-watergrass-home-aroma-blend-20ml/
p297,Forest Trail – Home Aroma Blend 20ml,16,fragrance,home aroma blends,no,"100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.
Soothing
Refreshing
Balancing",,Forest Trail – Home Aroma Blend 20ml_primary.jpg,Forest Trail – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/forest-trail-home-aroma-blend-20ml/
p298,Ceylon Tea & Ylang – Home Aroma Blend 20ml,17,fragrance,home aroma blends,no,100% pure natural essential oil distilled at source. Carefully processed to ensure rich natural aroma & benefits are preserved in every drop.,,Ceylon Tea & Ylang – Home Aroma Blend 20ml_primary.jpg,Ceylon Tea & Ylang – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/ceylon-tea-ylang-home-aroma-blend-20ml/
p299,Cardamom Rose – Home Spa Set,46,fragrance,bridal shower,no,"A selection of indulgent Ayurveda home spa formulae infused with precious herbs & pure aromatic essential oils.
Available to purchase in the local Stores.",,,,https://store.spaceylon.com/product/cardamom-rose-home-spa-set/
p300,Pink Grapefruit – Home Aroma Blend 20ml,15,fragrance,home aroma blends,no,For body massage use. Best for oily / Problem skin.,,Pink Grapefruit – Home Aroma Blend 20ml_primary.jpg,Pink Grapefruit – Home Aroma Blend 20ml_secondary.jpg,https://store.spaceylon.com/product/pink-grapefruit-home-aroma-blend-20ml/
p301,Neroli – Essential Oil 20ml,19,fragrance,essential oils,yes,For body massage use. Best for mature / dry skin.,,Neroli – Essential Oil 20ml_primary.jpg,Neroli – Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/neroli-essential-oil-20ml/
p302,Peppermint – Essential Oil 20ml,12,fragrance,essential oils,yes,For body massage use: Best for oily skin.,,Peppermint – Essential Oil 20ml_primary.jpg,Peppermint – Essential Oil 20ml_secondary.jpg,https://store.spaceylon.com/product/peppermint-essential-oil-20ml/
p303,Sandalwood Vetiver – Hair Oil Mist 100ml,17,fragrance,dandruff & oily scalp,no,"A fast absorbent natural shine formula, with refreshing aromatic herbs.",,Sandalwood Vetiver – Hair Oil Mist 100ml_primary.jpg,,https://store.spaceylon.com/product/sandalwood-vetiver-hair-oil-mist-100ml/
p304,Aloe Vera Water Grass – Hair Oil Mist 100ml,17,fragrance,mist,no,"A fast-absorbent natural shine formula, with refreshing & fortifying Ayurveda herbs & essential oils.",,Aloe Vera Water Grass – Hair Oil Mist 100ml_primary.jpg,,https://store.spaceylon.com/product/aloe-vera-water-grass-hair-oil-mist-100ml/
p305,Spa Ceylon Red Eau De Perfume 100ml,37,fragrance,for men,no,"A warm woody masculine fragrance, blending top notes of Fresh Cut Citrus with Energising Island Spices, indulging you in an exhilarating escape to the fabled spice gardens of old Ceylon.",,Spa Ceylon Red Eau De Perfume 100ml_primary.jpg,Spa Ceylon Red Eau De Perfume 100ml_secondary.jpg,https://store.spaceylon.com/product/spa-ceylon-red-eau-de-perfume-100ml/
p306,Spa Ceylon Green Eau De Perfume 100ml,37,fragrance,for men,no,"A fresh masculine fragrance, blending top notes of Sweet Island Citrus & Rich Tropical Greens, splashed with a hint of Ceylon Spice, indulging you in an uplifting escape to the green tropical rainforests of old Ceylon.",,Spa Ceylon Green Eau De Perfume 100ml_primary.jpg,Spa Ceylon Green Eau De Perfume 100ml_secondary.jpg,https://store.spaceylon.com/product/spa-ceylon-green-eau-de-perfume-100ml/
p307,Spa Ceylon Blue Eau De Perfume 100ml,37,fragrance,for men,no,"An intensely masculine fragrance, blending top notes of Island Citrons & Rich Tropical Greens with subtle Florals, indulging you in an invigorating escape to the seaside estates of old Ceylon.",,Spa Ceylon Blue Eau De Perfume 100ml_primary.jpg,Spa Ceylon Blue Eau De Perfume 100ml_secondary.jpg,https://store.spaceylon.com/product/spa-ceylon-blue-eau-de-perfume-100ml/
p308,Forest Energy Ceylon Elephant Eau De Perfume 100ml,37,fragrance,for men,no,"A powerful masculine scent combining Fresh Herbals with Sweet Citroens, leading to an intense base of Dark Oriental Woods, inspired by the fragrant woodland forest habitats of the Majestic Ceylon Elephant.",,Forest Energy Ceylon Elephant Eau De Perfume 100ml_primary.jpg,Forest Energy Ceylon Elephant Eau De Perfume 100ml_secondary.jpg,https://store.spaceylon.com/product/forest-energy-ceylon-elephant-eau-de-perfume-100ml-2/
